MenuItemID,MenuItemQuantity,SaleID,TimeID,Total,BranchID
10,2,4876,14875,29.58,33
21,5,4876,14875,12.5,33
30,5,4876,14875,18.75,33
5,5,4877,14876,58.25,396
28,1,4878,14877,2.49,146
8,4,4879,14878,39.8,140
18,1,4879,14878,7.5,140
23,2,4879,14878,17.9,140
26,4,4879,14878,25.0,140
21,3,4880,14879,7.5,160
21,3,4880,14879,7.5,160
14,4,4881,14880,53.96,239
15,1,4881,14880,9.25,239
22,2,4881,14880,4.0,239
25,1,4881,14880,7.5,239
1,4,4882,14881,41.96,383
12,3,4882,14881,44.37,383
19,5,4882,14881,14.950000000000001,383
30,1,4882,14881,3.75,383
11,4,4883,14882,59.16,11
21,2,4883,14882,5.0,11
21,3,4883,14882,7.5,11
11,2,4884,14883,29.58,249
11,4,4884,14883,59.16,249
13,3,4884,14883,44.37,249
26,4,4884,14883,25.0,249
6,4,4885,14884,39.8,229
10,3,4885,14884,44.37,229
15,3,4885,14884,27.75,229
18,1,4885,14884,7.5,229
9,1,4886,14885,11.89,79
19,3,4886,14885,8.97,79
26,1,4886,14885,6.25,79
29,5,4886,14885,15.0,79
2,1,4887,14886,11.69,262
8,5,4887,14886,49.75,262
9,4,4887,14886,47.56,262
10,4,4887,14886,59.16,262
26,2,4887,14886,12.5,262
5,2,4888,14887,23.3,268
11,5,4888,14887,73.94999999999999,268
18,2,4888,14887,15.0,268
23,2,4888,14887,17.9,268
23,3,4888,14887,26.849999999999998,268
3,5,4889,14888,64.45,302
15,3,4889,14888,27.75,302
16,2,4889,14888,15.0,302
27,4,4889,14888,6.0,302
30,5,4889,14888,18.75,302
1,5,4890,14889,52.45,248
2,2,4890,14889,23.38,248
14,2,4890,14889,26.98,248
21,2,4890,14889,5.0,248
20,2,4891,14890,9.0,222
3,5,4892,14891,64.45,139
23,1,4892,14891,8.95,139
30,3,4892,14891,11.25,139
14,1,4893,14892,13.49,381
14,2,4893,14892,26.98,381
21,1,4893,14892,2.5,381
30,5,4893,14892,18.75,381
8,5,4894,14893,49.75,54
19,3,4894,14893,8.97,54
5,1,4895,14894,11.65,356
8,2,4896,14895,19.9,35
19,1,4896,14895,2.99,35
19,5,4896,14895,14.950000000000001,35
13,5,4897,14896,73.94999999999999,173
27,3,4897,14896,4.5,173
30,1,4897,14896,3.75,173
12,2,4898,14897,29.58,207
17,2,4898,14897,15.0,207
10,3,4899,14898,44.37,298
18,5,4899,14898,37.5,298
26,5,4899,14898,31.25,298
28,5,4899,14898,12.450000000000001,298
30,4,4899,14898,15.0,298
3,3,4900,14899,38.67,167
15,4,4901,14900,37.0,317
20,5,4901,14900,22.5,317
23,2,4901,14900,17.9,317
3,1,4902,14901,12.89,381
10,5,4902,14901,73.94999999999999,381
17,1,4903,14902,7.5,114
29,5,4903,14902,15.0,114
4,3,4904,14903,51.75,395
19,1,4904,14903,2.99,395
26,2,4904,14903,12.5,395
16,5,4905,14904,37.5,97
18,1,4906,14905,7.5,338
8,1,4907,14906,9.95,367
16,4,4907,14906,30.0,367
2,1,4908,14907,11.69,20
2,4,4908,14907,46.76,20
5,4,4908,14907,46.6,20
10,3,4908,14907,44.37,20
27,2,4908,14907,3.0,20
1,2,4909,14908,20.98,40
5,2,4910,14909,23.3,394
19,4,4910,14909,11.96,394
21,4,4910,14909,10.0,394
26,3,4910,14909,18.75,394
26,4,4910,14909,25.0,394
3,3,4911,14910,38.67,268
15,1,4911,14910,9.25,268
2,2,4912,14911,23.38,30
4,4,4912,14911,69.0,30
14,5,4912,14911,67.45,30
23,2,4912,14911,17.9,30
30,4,4912,14911,15.0,30
3,5,4913,14912,64.45,45
6,2,4913,14912,19.9,45
11,3,4913,14912,44.37,45
21,4,4913,14912,10.0,45
7,1,4914,14913,12.75,47
12,1,4914,14913,14.79,47
14,4,4914,14913,53.96,47
21,4,4914,14913,10.0,47
25,3,4914,14913,22.5,47
12,3,4915,14914,44.37,386
18,4,4915,14914,30.0,386
13,3,4916,14915,44.37,86
21,2,4916,14915,5.0,86
27,4,4916,14915,6.0,86
9,1,4917,14916,11.89,294
15,4,4917,14916,37.0,294
27,1,4917,14916,1.5,294
6,5,4918,14917,49.75,322
29,4,4918,14917,12.0,322
15,5,4919,14918,46.25,161
19,3,4919,14918,8.97,161
21,3,4919,14918,7.5,161
21,5,4919,14918,12.5,161
1,1,4920,14919,10.49,390
23,1,4920,14919,8.95,390
26,5,4920,14919,31.25,390
28,5,4920,14919,12.450000000000001,390
20,3,4921,14920,13.5,220
11,4,4922,14921,59.16,14
12,1,4922,14921,14.79,14
30,5,4922,14921,18.75,14
23,1,4923,14922,8.95,375
3,5,4924,14923,64.45,382
10,2,4924,14923,29.58,382
5,1,4925,14924,11.65,17
5,4,4926,14925,46.6,25
7,1,4926,14925,12.75,25
22,4,4926,14925,8.0,25
25,5,4926,14925,37.5,25
30,1,4926,14925,3.75,25
16,5,4927,14926,37.5,190
26,5,4927,14926,31.25,190
1,1,4928,14927,10.49,160
4,1,4928,14927,17.25,160
7,5,4928,14927,63.75,160
21,1,4928,14927,2.5,160
24,4,4928,14927,17.6,160
13,3,4929,14928,44.37,251
16,4,4929,14928,30.0,251
17,1,4929,14928,7.5,251
24,3,4929,14928,13.200000000000001,251
23,5,4930,14929,44.75,337
5,2,4931,14930,23.3,24
4,3,4932,14931,51.75,371
4,5,4932,14931,86.25,371
9,1,4932,14931,11.89,371
19,3,4932,14931,8.97,371
30,4,4932,14931,15.0,371
11,4,4933,14932,59.16,212
17,4,4933,14932,30.0,212
29,4,4933,14932,12.0,212
6,3,4934,14933,29.849999999999998,281
13,5,4934,14933,73.94999999999999,281
27,5,4934,14933,7.5,281
23,2,4935,14934,17.9,134
28,5,4935,14934,12.450000000000001,134
9,2,4936,14935,23.78,60
1,4,4937,14936,41.96,357
3,2,4937,14936,25.78,357
8,3,4937,14936,29.849999999999998,357
16,4,4937,14936,30.0,357
20,1,4937,14936,4.5,357
30,4,4938,14937,15.0,129
14,1,4939,14938,13.49,168
19,3,4939,14938,8.97,168
23,2,4939,14938,17.9,168
3,1,4940,14939,12.89,87
14,2,4940,14939,26.98,87
14,1,4941,14940,13.49,347
14,4,4941,14940,53.96,347
14,5,4941,14940,67.45,347
17,1,4941,14940,7.5,347
18,4,4941,14940,30.0,347
2,4,4942,14941,46.76,294
8,1,4942,14941,9.95,294
23,2,4942,14941,17.9,294
24,4,4943,14942,17.6,108
25,5,4943,14942,37.5,108
30,5,4943,14942,18.75,108
8,3,4944,14943,29.849999999999998,333
8,5,4944,14943,49.75,333
16,5,4944,14943,37.5,333
22,1,4944,14943,2.0,333
27,1,4945,14944,1.5,383
22,3,4946,14945,6.0,112
1,2,4947,14946,20.98,271
3,1,4947,14946,12.89,271
25,5,4947,14946,37.5,271
5,3,4948,14947,34.95,195
24,3,4948,14947,13.200000000000001,195
24,4,4948,14947,17.6,195
13,1,4949,14948,14.79,134
4,5,4950,14949,86.25,375
11,4,4950,14949,59.16,375
13,1,4951,14950,14.79,138
16,1,4951,14950,7.5,138
27,4,4951,14950,6.0,138
16,3,4952,14951,22.5,72
19,3,4952,14951,8.97,72
7,4,4953,14952,51.0,291
14,3,4953,14952,40.47,291
18,5,4953,14952,37.5,291
19,3,4953,14952,8.97,291
28,3,4953,14952,7.470000000000001,291
4,3,4954,14953,51.75,302
24,3,4954,14953,13.200000000000001,302
30,2,4954,14953,7.5,302
30,2,4954,14953,7.5,302
11,5,4955,14954,73.94999999999999,141
13,2,4955,14954,29.58,141
16,2,4955,14954,15.0,141
24,2,4955,14954,8.8,141
26,1,4955,14954,6.25,141
15,4,4956,14955,37.0,289
24,2,4956,14955,8.8,289
25,3,4956,14955,22.5,289
27,4,4956,14955,6.0,289
10,1,4957,14956,14.79,56
27,5,4957,14956,7.5,56
10,1,4958,14957,14.79,92
13,1,4958,14957,14.79,92
23,2,4958,14957,17.9,92
4,5,4959,14958,86.25,181
5,4,4959,14958,46.6,181
5,5,4959,14958,58.25,181
19,4,4959,14958,11.96,181
18,4,4960,14959,30.0,378
22,1,4961,14960,2.0,339
28,1,4961,14960,2.49,339
28,4,4961,14960,9.96,339
29,2,4961,14960,6.0,339
6,4,4962,14961,39.8,129
15,2,4962,14961,18.5,129
16,2,4962,14961,15.0,129
28,2,4962,14961,4.98,129
23,1,4963,14962,8.95,256
15,2,4964,14963,18.5,278
17,4,4964,14963,30.0,278
18,2,4964,14963,15.0,278
19,3,4964,14963,8.97,278
27,5,4964,14963,7.5,278
20,4,4965,14964,18.0,154
22,1,4965,14964,2.0,154
26,3,4965,14964,18.75,154
1,3,4966,14965,31.47,364
3,2,4966,14965,25.78,364
13,1,4966,14965,14.79,364
15,4,4966,14965,37.0,364
26,2,4966,14965,12.5,364
6,4,4967,14966,39.8,347
13,2,4967,14966,29.58,347
22,3,4968,14967,6.0,118
26,5,4968,14967,31.25,118
1,5,4969,14968,52.45,305
4,2,4969,14968,34.5,305
9,1,4969,14968,11.89,305
15,2,4969,14968,18.5,305
1,4,4970,14969,41.96,317
6,4,4970,14969,39.8,317
18,4,4970,14969,30.0,317
19,1,4970,14969,2.99,317
26,1,4970,14969,6.25,317
24,4,4971,14970,17.6,254
7,4,4972,14971,51.0,334
14,2,4972,14971,26.98,334
28,3,4972,14971,7.470000000000001,334
10,4,4973,14972,59.16,278
3,4,4974,14973,51.56,236
9,5,4974,14973,59.45,236
14,5,4974,14973,67.45,236
16,4,4974,14973,30.0,236
3,4,4975,14974,51.56,128
6,4,4976,14975,39.8,345
11,2,4976,14975,29.58,345
15,2,4976,14975,18.5,345
17,1,4976,14975,7.5,345
2,2,4977,14976,23.38,36
3,2,4977,14976,25.78,36
4,4,4977,14976,69.0,36
3,1,4978,14977,12.89,283
15,4,4978,14977,37.0,283
20,5,4978,14977,22.5,283
24,5,4978,14977,22.0,283
30,3,4978,14977,11.25,283
1,4,4979,14978,41.96,319
3,2,4979,14978,25.78,319
14,1,4979,14978,13.49,319
18,3,4979,14978,22.5,319
11,3,4980,14979,44.37,237
22,4,4980,14979,8.0,237
21,4,4981,14980,10.0,317
23,3,4981,14980,26.849999999999998,317
29,5,4982,14981,15.0,170
22,1,4983,14982,2.0,60
24,4,4983,14982,17.6,60
13,3,4984,14983,44.37,282
11,1,4985,14984,14.79,264
20,5,4985,14984,22.5,264
24,2,4985,14984,8.8,264
19,5,4986,14985,14.950000000000001,120
2,5,4987,14986,58.449999999999996,133
30,4,4987,14986,15.0,133
4,1,4988,14987,17.25,179
28,3,4988,14987,7.470000000000001,179
1,4,4989,14988,41.96,394
25,1,4989,14988,7.5,394
26,3,4989,14988,18.75,394
16,2,4990,14989,15.0,308
17,5,4990,14989,37.5,308
30,2,4990,14989,7.5,308
12,2,4991,14990,29.58,361
16,5,4991,14990,37.5,361
17,3,4991,14990,22.5,361
21,1,4991,14990,2.5,361
22,2,4991,14990,4.0,361
19,5,4992,14991,14.950000000000001,202
21,3,4992,14991,7.5,202
24,2,4993,14992,8.8,394
29,5,4993,14992,15.0,394
18,2,4994,14993,15.0,191
19,2,4994,14993,5.98,191
23,5,4994,14993,44.75,191
18,5,4995,14994,37.5,13
14,3,4996,14995,40.47,52
15,5,4996,14995,46.25,52
29,3,4996,14995,9.0,52
5,1,4997,14996,11.65,181
11,1,4997,14996,14.79,181
14,5,4997,14996,67.45,181
17,3,4997,14996,22.5,181
24,3,4997,14996,13.200000000000001,181
14,1,4998,14997,13.49,295
29,5,4998,14997,15.0,295
8,5,4999,14998,49.75,163
9,5,4999,14998,59.45,163
13,4,4999,14998,59.16,163
15,4,4999,14998,37.0,163
18,4,5000,14999,30.0,126
8,1,5001,15000,9.95,108
16,3,5001,15000,22.5,108
7,1,5002,15001,12.75,142
10,4,5002,15001,59.16,142
21,4,5002,15001,10.0,142
29,4,5002,15001,12.0,142
3,4,5003,15002,51.56,309
13,1,5003,15002,14.79,309
15,3,5003,15002,27.75,309
16,4,5003,15002,30.0,309
2,2,5004,15003,23.38,279
4,2,5004,15003,34.5,279
5,3,5004,15003,34.95,279
8,5,5004,15003,49.75,279
16,4,5004,15003,30.0,279
3,1,5005,15004,12.89,237
26,4,5005,15004,25.0,237
23,5,5006,15005,44.75,135
7,4,5007,15006,51.0,278
11,5,5007,15006,73.94999999999999,278
18,2,5007,15006,15.0,278
20,4,5007,15006,18.0,278
25,4,5007,15006,30.0,278
8,2,5008,15007,19.9,364
16,5,5008,15007,37.5,364
22,5,5008,15007,10.0,364
30,4,5008,15007,15.0,364
9,3,5009,15008,35.67,60
15,2,5009,15008,18.5,60
17,3,5009,15008,22.5,60
19,2,5009,15008,5.98,60
26,5,5009,15008,31.25,60
8,3,5010,15009,29.849999999999998,367
8,5,5010,15009,49.75,367
24,5,5010,15009,22.0,367
1,5,5011,15010,52.45,99
6,2,5011,15010,19.9,99
25,3,5011,15010,22.5,99
24,2,5012,15011,8.8,307
30,3,5012,15011,11.25,307
5,5,5013,15012,58.25,193
8,5,5013,15012,49.75,193
18,3,5013,15012,22.5,193
19,2,5013,15012,5.98,193
30,5,5013,15012,18.75,193
25,3,5014,15013,22.5,114
6,3,5015,15014,29.849999999999998,152
28,4,5015,15014,9.96,152
6,1,5016,15015,9.95,57
17,2,5016,15015,15.0,57
22,4,5016,15015,8.0,57
25,2,5016,15015,15.0,57
5,4,5017,15016,46.6,287
6,1,5017,15016,9.95,287
9,5,5017,15016,59.45,287
23,1,5017,15016,8.95,287
7,3,5018,15017,38.25,354
19,5,5018,15017,14.950000000000001,354
22,5,5018,15017,10.0,354
2,2,5019,15018,23.38,247
10,5,5019,15018,73.94999999999999,247
25,1,5020,15019,7.5,82
1,5,5021,15020,52.45,203
6,5,5021,15020,49.75,203
11,5,5021,15020,73.94999999999999,203
29,5,5021,15020,15.0,203
30,3,5021,15020,11.25,203
7,5,5022,15021,63.75,166
2,5,5023,15022,58.449999999999996,213
9,2,5023,15022,23.78,213
19,1,5023,15022,2.99,213
24,5,5023,15022,22.0,213
24,5,5024,15023,22.0,217
3,5,5025,15024,64.45,205
14,4,5025,15024,53.96,205
22,2,5025,15024,4.0,205
25,5,5025,15024,37.5,205
18,2,5026,15025,15.0,191
26,1,5026,15025,6.25,191
9,3,5027,15026,35.67,147
7,3,5028,15027,38.25,119
10,2,5028,15027,29.58,119
14,5,5028,15027,67.45,119
8,1,5029,15028,9.95,346
27,4,5029,15028,6.0,346
1,4,5030,15029,41.96,276
6,4,5030,15029,39.8,276
12,2,5030,15029,29.58,276
21,5,5030,15029,12.5,276
24,5,5030,15029,22.0,276
24,4,5031,15030,17.6,128
24,4,5031,15030,17.6,128
15,1,5032,15031,9.25,338
15,4,5032,15031,37.0,338
16,2,5032,15031,15.0,338
18,4,5032,15031,30.0,338
25,3,5032,15031,22.5,338
1,1,5033,15032,10.49,241
2,3,5033,15032,35.07,241
14,1,5033,15032,13.49,241
17,3,5033,15032,22.5,241
7,4,5034,15033,51.0,156
15,3,5034,15033,27.75,156
29,2,5034,15033,6.0,156
30,2,5034,15033,7.5,156
30,2,5034,15033,7.5,156
12,1,5035,15034,14.79,136
16,4,5035,15034,30.0,136
5,1,5036,15035,11.65,282
25,5,5037,15036,37.5,124
5,2,5038,15037,23.3,41
12,1,5038,15037,14.79,41
26,5,5038,15037,31.25,41
6,3,5039,15038,29.849999999999998,166
22,3,5039,15038,6.0,166
15,5,5040,15039,46.25,394
5,3,5041,15040,34.95,122
30,5,5041,15040,18.75,122
3,4,5042,15041,51.56,76
17,2,5042,15041,15.0,76
19,1,5042,15041,2.99,76
29,1,5042,15041,3.0,76
14,5,5043,15042,67.45,266
27,1,5043,15042,1.5,266
20,1,5044,15043,4.5,326
28,1,5044,15043,2.49,326
8,5,5045,15044,49.75,314
15,3,5045,15044,27.75,314
20,5,5045,15044,22.5,314
21,3,5045,15044,7.5,314
4,5,5046,15045,86.25,351
5,4,5046,15045,46.6,351
7,5,5046,15045,63.75,351
19,4,5046,15045,11.96,351
29,3,5046,15045,9.0,351
8,1,5047,15046,9.95,45
16,3,5047,15046,22.5,45
17,2,5047,15046,15.0,45
28,1,5047,15046,2.49,45
28,5,5047,15046,12.450000000000001,45
3,5,5048,15047,64.45,396
28,3,5048,15047,7.470000000000001,396
1,1,5049,15048,10.49,394
7,4,5049,15048,51.0,394
22,1,5049,15048,2.0,394
13,3,5050,15049,44.37,31
15,5,5050,15049,46.25,31
20,1,5050,15049,4.5,31
26,4,5050,15049,25.0,31
16,5,5051,15050,37.5,55
24,4,5051,15050,17.6,55
30,5,5051,15050,18.75,55
4,5,5052,15051,86.25,387
5,1,5052,15051,11.65,387
7,2,5052,15051,25.5,387
13,5,5052,15051,73.94999999999999,387
26,4,5052,15051,25.0,387
2,1,5053,15052,11.69,381
5,3,5053,15052,34.95,381
6,2,5053,15052,19.9,381
29,3,5054,15053,9.0,143
4,4,5055,15054,69.0,154
6,5,5055,15054,49.75,154
14,4,5055,15054,53.96,154
14,5,5055,15054,67.45,154
4,4,5056,15055,69.0,239
2,3,5057,15056,35.07,241
2,2,5058,15057,23.38,140
6,1,5058,15057,9.95,140
20,1,5058,15057,4.5,140
5,2,5059,15058,23.3,219
11,1,5059,15058,14.79,219
8,3,5060,15059,29.849999999999998,332
14,3,5060,15059,40.47,332
19,3,5060,15059,8.97,332
21,5,5060,15059,12.5,332
26,3,5060,15059,18.75,332
10,5,5061,15060,73.94999999999999,132
11,3,5061,15060,44.37,132
14,1,5061,15060,13.49,132
16,1,5061,15060,7.5,132
23,2,5061,15060,17.9,132
3,4,5062,15061,51.56,40
12,1,5062,15061,14.79,40
17,5,5062,15061,37.5,40
22,3,5062,15061,6.0,40
30,2,5063,15062,7.5,321
3,5,5064,15063,64.45,106
13,5,5064,15063,73.94999999999999,106
17,3,5064,15063,22.5,106
17,5,5064,15063,37.5,106
2,3,5065,15064,35.07,369
3,1,5065,15064,12.89,369
3,4,5065,15064,51.56,369
29,2,5065,15064,6.0,369
12,2,5066,15065,29.58,284
1,1,5067,15066,10.49,335
10,1,5067,15066,14.79,335
15,5,5067,15066,46.25,335
21,2,5067,15066,5.0,335
22,5,5067,15066,10.0,335
5,4,5068,15067,46.6,336
2,2,5069,15068,23.38,44
2,4,5069,15068,46.76,44
18,4,5069,15068,30.0,44
23,5,5069,15068,44.75,44
27,3,5069,15068,4.5,44
1,3,5070,15069,31.47,88
4,3,5070,15069,51.75,88
15,3,5070,15069,27.75,88
28,2,5070,15069,4.98,88
12,1,5071,15070,14.79,197
30,5,5071,15070,18.75,197
2,2,5072,15071,23.38,358
2,4,5072,15071,46.76,358
16,2,5072,15071,15.0,358
24,3,5072,15071,13.200000000000001,358
29,1,5072,15071,3.0,358
11,5,5073,15072,73.94999999999999,197
20,4,5073,15072,18.0,197
21,5,5073,15072,12.5,197
28,2,5073,15072,4.98,197
29,1,5073,15072,3.0,197
2,3,5074,15073,35.07,152
9,4,5074,15073,47.56,152
14,1,5074,15073,13.49,152
25,5,5074,15073,37.5,152
26,1,5074,15073,6.25,152
6,1,5075,15074,9.95,299
10,5,5075,15074,73.94999999999999,299
17,1,5075,15074,7.5,299
1,3,5076,15075,31.47,269
18,1,5076,15075,7.5,269
29,3,5076,15075,9.0,269
6,1,5077,15076,9.95,10
11,5,5077,15076,73.94999999999999,10
15,4,5077,15076,37.0,10
18,2,5077,15076,15.0,10
23,2,5077,15076,17.9,10
11,4,5078,15077,59.16,56
12,2,5078,15077,29.58,56
15,5,5078,15077,46.25,56
19,1,5078,15077,2.99,56
24,5,5078,15077,22.0,56
5,1,5079,15078,11.65,271
11,2,5080,15079,29.58,52
18,2,5080,15079,15.0,52
25,3,5080,15079,22.5,52
30,4,5080,15079,15.0,52
2,3,5081,15080,35.07,43
6,4,5081,15080,39.8,43
8,2,5081,15080,19.9,43
20,2,5082,15081,9.0,196
3,4,5083,15082,51.56,177
15,5,5083,15082,46.25,177
10,3,5084,15083,44.37,194
14,2,5084,15083,26.98,194
18,2,5084,15083,15.0,194
21,3,5084,15083,7.5,194
5,4,5085,15084,46.6,339
17,1,5085,15084,7.5,339
27,5,5085,15084,7.5,339
16,1,5086,15085,7.5,161
16,1,5087,15086,7.5,84
20,3,5087,15086,13.5,84
23,4,5087,15086,35.8,84
2,5,5088,15087,58.449999999999996,284
10,3,5088,15087,44.37,284
13,1,5088,15087,14.79,284
26,4,5088,15087,25.0,284
30,2,5088,15087,7.5,284
14,3,5089,15088,40.47,131
16,5,5090,15089,37.5,258
5,2,5091,15090,23.3,318
18,2,5091,15090,15.0,318
20,3,5091,15090,13.5,318
21,5,5091,15090,12.5,318
1,5,5092,15091,52.45,202
4,5,5092,15091,86.25,202
14,2,5092,15091,26.98,202
24,2,5092,15091,8.8,202
16,2,5093,15092,15.0,347
18,3,5093,15092,22.5,347
22,2,5093,15092,4.0,347
4,2,5094,15093,34.5,400
3,5,5095,15094,64.45,365
13,5,5095,15094,73.94999999999999,365
25,5,5095,15094,37.5,365
27,2,5095,15094,3.0,365
27,2,5095,15094,3.0,365
9,2,5096,15095,23.78,26
24,3,5096,15095,13.200000000000001,26
2,2,5097,15096,23.38,115
8,3,5097,15096,29.849999999999998,115
11,1,5097,15096,14.79,115
2,2,5098,15097,23.38,178
10,1,5098,15097,14.79,178
18,4,5098,15097,30.0,178
25,2,5098,15097,15.0,178
12,2,5099,15098,29.58,349
14,3,5099,15098,40.47,349
11,5,5100,15099,73.94999999999999,56
17,1,5100,15099,7.5,56
22,5,5100,15099,10.0,56
27,2,5100,15099,3.0,56
5,5,5101,15100,58.25,73
10,5,5101,15100,73.94999999999999,73
14,2,5101,15100,26.98,73
7,5,5102,15101,63.75,155
16,3,5102,15101,22.5,155
23,5,5102,15101,44.75,155
24,5,5102,15101,22.0,155
26,5,5102,15101,31.25,155
8,5,5103,15102,49.75,264
11,4,5103,15102,59.16,264
15,1,5103,15102,9.25,264
19,1,5103,15102,2.99,264
23,1,5104,15103,8.95,9
28,1,5104,15103,2.49,9
6,5,5105,15104,49.75,29
20,2,5105,15104,9.0,29
22,3,5105,15104,6.0,29
1,3,5106,15105,31.47,118
2,2,5106,15105,23.38,118
18,1,5106,15105,7.5,118
29,1,5106,15105,3.0,118
30,5,5106,15105,18.75,118
2,1,5107,15106,11.69,209
13,4,5107,15106,59.16,209
23,3,5107,15106,26.849999999999998,209
1,1,5108,15107,10.49,55
10,2,5108,15107,29.58,55
16,2,5108,15107,15.0,55
25,2,5108,15107,15.0,55
6,2,5109,15108,19.9,16
6,3,5109,15108,29.849999999999998,16
7,4,5109,15108,51.0,16
9,2,5109,15108,23.78,16
6,5,5110,15109,49.75,118
22,4,5110,15109,8.0,118
23,4,5110,15109,35.8,118
23,5,5110,15109,44.75,118
9,1,5111,15110,11.89,223
22,5,5111,15110,10.0,223
22,2,5112,15111,4.0,225
10,1,5113,15112,14.79,237
15,1,5113,15112,9.25,237
24,3,5113,15112,13.200000000000001,237
29,2,5113,15112,6.0,237
12,2,5114,15113,29.58,35
14,2,5114,15113,26.98,35
21,2,5114,15113,5.0,35
15,1,5115,15114,9.25,77
18,3,5115,15114,22.5,77
22,2,5115,15114,4.0,77
2,3,5116,15115,35.07,242
8,1,5116,15115,9.95,242
20,1,5116,15115,4.5,242
21,1,5116,15115,2.5,242
28,2,5116,15115,4.98,242
12,5,5117,15116,73.94999999999999,129
16,2,5117,15116,15.0,129
24,1,5117,15116,4.4,129
11,3,5118,15117,44.37,324
13,1,5118,15117,14.79,324
9,2,5119,15118,23.78,66
18,1,5119,15118,7.5,66
29,4,5119,15118,12.0,66
19,3,5120,15119,8.97,148
13,5,5121,15120,73.94999999999999,235
2,3,5122,15121,35.07,337
10,1,5122,15121,14.79,337
20,2,5122,15121,9.0,337
26,5,5122,15121,31.25,337
29,3,5122,15121,9.0,337
8,5,5123,15122,49.75,358
12,3,5123,15122,44.37,358
23,2,5123,15122,17.9,358
9,1,5124,15123,11.89,353
24,2,5124,15123,8.8,353
26,3,5124,15123,18.75,353
23,4,5125,15124,35.8,175
18,4,5126,15125,30.0,114
1,2,5127,15126,20.98,36
18,5,5127,15126,37.5,36
25,1,5127,15126,7.5,36
28,1,5127,15126,2.49,36
1,1,5128,15127,10.49,305
12,2,5128,15127,29.58,305
16,4,5128,15127,30.0,305
17,2,5128,15127,15.0,305
13,4,5129,15128,59.16,203
22,3,5129,15128,6.0,203
28,5,5129,15128,12.450000000000001,203
3,4,5130,15129,51.56,309
5,4,5130,15129,46.6,309
12,3,5130,15129,44.37,309
25,1,5130,15129,7.5,309
27,5,5130,15129,7.5,309
25,2,5131,15130,15.0,47
25,4,5132,15131,30.0,21
28,5,5132,15131,12.450000000000001,21
7,2,5133,15132,25.5,221
13,4,5133,15132,59.16,221
17,3,5133,15132,22.5,221
27,4,5133,15132,6.0,221
11,4,5134,15133,59.16,34
12,4,5134,15133,59.16,34
18,1,5134,15133,7.5,34
18,3,5134,15133,22.5,34
25,3,5134,15133,22.5,34
14,5,5135,15134,67.45,329
15,1,5135,15134,9.25,329
19,4,5135,15134,11.96,329
23,5,5136,15135,44.75,182
25,1,5137,15136,7.5,381
28,1,5137,15136,2.49,381
14,3,5138,15137,40.47,268
22,1,5138,15137,2.0,268
25,1,5138,15137,7.5,268
2,4,5139,15138,46.76,351
20,5,5140,15139,22.5,222
19,4,5141,15140,11.96,331
21,1,5141,15140,2.5,331
22,5,5141,15140,10.0,331
17,4,5142,15141,30.0,280
28,5,5142,15141,12.450000000000001,280
8,2,5143,15142,19.9,18
21,2,5143,15142,5.0,18
21,5,5143,15142,12.5,18
7,2,5144,15143,25.5,66
19,2,5144,15143,5.98,66
26,3,5144,15143,18.75,66
29,4,5144,15143,12.0,66
5,4,5145,15144,46.6,81
7,1,5145,15144,12.75,81
19,2,5145,15144,5.98,81
21,3,5145,15144,7.5,81
24,1,5145,15144,4.4,81
14,1,5146,15145,13.49,66
17,4,5147,15146,30.0,257
22,4,5147,15146,8.0,257
28,4,5147,15146,9.96,257
2,5,5148,15147,58.449999999999996,373
16,1,5148,15147,7.5,373
25,4,5148,15147,30.0,373
29,2,5148,15147,6.0,373
23,2,5149,15148,17.9,39
29,5,5149,15148,15.0,39
29,5,5150,15149,15.0,182
25,4,5151,15150,30.0,140
12,3,5152,15151,44.37,81
26,1,5153,15152,6.25,392
19,4,5154,15153,11.96,223
5,2,5155,15154,23.3,58
22,5,5155,15154,10.0,58
25,3,5155,15154,22.5,58
27,5,5155,15154,7.5,58
11,3,5156,15155,44.37,266
21,5,5156,15155,12.5,266
5,4,5157,15156,46.6,291
6,1,5157,15156,9.95,291
14,3,5157,15156,40.47,291
16,2,5157,15156,15.0,291
24,4,5157,15156,17.6,291
7,1,5158,15157,12.75,340
17,4,5158,15157,30.0,340
18,1,5158,15157,7.5,340
21,3,5158,15157,7.5,340
22,1,5158,15157,2.0,340
10,1,5159,15158,14.79,143
15,1,5159,15158,9.25,143
14,5,5160,15159,67.45,13
15,1,5160,15159,9.25,13
29,4,5160,15159,12.0,13
6,5,5161,15160,49.75,113
9,1,5161,15160,11.89,113
22,1,5161,15160,2.0,113
30,2,5161,15160,7.5,113
11,2,5162,15161,29.58,339
14,4,5162,15161,53.96,339
15,3,5162,15161,27.75,339
16,1,5162,15161,7.5,339
8,4,5163,15162,39.8,81
5,2,5164,15163,23.3,358
10,5,5164,15163,73.94999999999999,358
27,1,5164,15163,1.5,358
28,4,5164,15163,9.96,358
8,3,5165,15164,29.849999999999998,392
11,3,5165,15164,44.37,392
4,2,5166,15165,34.5,188
6,4,5166,15165,39.8,188
7,5,5166,15165,63.75,188
11,5,5166,15165,73.94999999999999,188
9,4,5167,15166,47.56,189
9,4,5167,15166,47.56,189
14,5,5167,15166,67.45,189
21,4,5167,15166,10.0,189
7,5,5168,15167,63.75,296
