,TimeID,Day,Month,Year,Quarter,Time
4203,4204,19,2,2021,1,18:59:45
4204,4205,8,1,2021,1,16:51:16
4205,4206,16,8,2020,3,16:53:23
4206,4207,23,2,2020,1,10:39:19
4207,4208,13,5,2020,2,16:47:27
4208,4209,13,1,2020,1,13:49:31
4209,4210,3,6,2020,2,11:16:34
4210,4211,27,1,2019,1,19:9:46
4211,4212,10,1,2021,1,20:6:46
4212,4213,4,2,2019,1,11:37:42
4213,4214,25,7,2021,3,15:43:6
4214,4215,12,5,2021,2,15:22:33
4215,4216,18,4,2019,2,16:49:28
4216,4217,15,5,2021,2,11:47:37
4217,4218,17,1,2020,1,19:49:10
4218,4219,23,5,2020,2,17:27:0
4219,4220,12,7,2019,3,9:4:38
4220,4221,24,8,2020,3,11:24:24
4221,4222,18,10,2020,4,19:36:39
4222,4223,18,9,2020,3,19:32:50
4223,4224,15,12,2020,4,16:50:57
4224,4225,18,5,2020,2,9:33:23
4225,4226,12,4,2019,2,20:14:23
4226,4227,6,4,2020,2,12:37:14
4227,4228,3,9,2021,3,12:46:34
4228,4229,3,2,2021,1,18:33:3
4229,4230,24,3,2020,1,10:21:18
4230,4231,16,10,2020,4,19:23:34
4231,4232,23,5,2021,2,16:11:32
4232,4233,3,9,2020,3,16:34:40
4233,4234,23,5,2021,2,21:18:48
4234,4235,22,5,2020,2,15:45:1
4235,4236,24,9,2020,3,9:44:55
4236,4237,22,7,2020,3,9:0:13
4237,4238,20,2,2019,1,20:15:44
4238,4239,12,7,2020,3,14:51:28
4239,4240,22,7,2019,3,12:36:56
4240,4241,6,3,2020,1,18:53:27
4241,4242,2,8,2019,3,12:42:40
4242,4243,26,1,2020,1,9:48:30
4243,4244,2,9,2019,3,16:46:33
4244,4245,23,5,2019,2,13:14:26
4245,4246,22,1,2020,1,15:46:14
4246,4247,11,12,2019,4,20:20:4
4247,4248,6,11,2020,4,21:29:10
4248,4249,17,6,2020,2,13:19:13
4249,4250,23,4,2021,2,14:0:38
4250,4251,27,4,2019,2,17:15:33
4251,4252,22,3,2019,1,12:5:29
4252,4253,21,1,2019,1,15:24:15
4253,4254,16,6,2019,2,17:36:14
4254,4255,21,7,2019,3,16:52:47
4255,4256,14,3,2020,1,10:44:42
4256,4257,24,5,2021,2,17:43:53
4257,4258,7,12,2019,4,20:37:49
4258,4259,6,9,2021,3,17:11:42
4259,4260,12,4,2020,2,15:5:15
4260,4261,10,8,2020,3,10:16:56
4261,4262,6,7,2020,3,21:3:58
4262,4263,12,1,2019,1,9:22:42
4263,4264,21,2,2021,1,11:10:20
4264,4265,8,8,2021,3,10:12:28
4265,4266,22,8,2019,3,20:20:14
4266,4267,26,1,2020,1,21:1:57
4267,4268,24,10,2020,4,15:19:44
4268,4269,17,7,2021,3,16:8:2
4269,4270,6,6,2020,2,18:16:6
4270,4271,19,6,2020,2,18:14:50
4271,4272,6,11,2020,4,21:37:54
4272,4273,16,4,2019,2,9:14:22
4273,4274,16,6,2019,2,10:31:56
4274,4275,15,2,2020,1,19:58:42
4275,4276,7,1,2020,1,21:15:38
4276,4277,20,2,2020,1,19:17:45
4277,4278,12,9,2020,3,17:23:53
4278,4279,12,9,2020,3,18:44:51
4279,4280,15,11,2019,4,16:42:52
4280,4281,22,6,2021,2,21:54:49
4281,4282,22,2,2019,1,11:12:8
4282,4283,8,11,2020,4,15:7:4
4283,4284,28,1,2020,1,11:27:34
4284,4285,16,8,2020,3,13:0:52
4285,4286,21,5,2021,2,19:45:10
4286,4287,8,11,2019,4,14:34:56
4287,4288,4,6,2020,2,10:32:21
4288,4289,2,11,2019,4,14:34:39
4289,4290,24,5,2021,2,13:59:1
4290,4291,5,2,2021,1,9:22:8
4291,4292,5,1,2019,1,18:5:54
4292,4293,5,9,2019,3,21:8:5
4293,4294,24,9,2020,3,16:10:31
4294,4295,24,9,2019,3,18:39:59
4295,4296,2,4,2021,2,11:1:9
4296,4297,24,1,2020,1,21:3:29
4297,4298,2,2,2021,1,14:44:39
4298,4299,19,3,2021,1,14:25:17
4299,4300,13,7,2021,3,17:51:57
4300,4301,17,4,2020,2,9:50:26
4301,4302,10,8,2019,3,12:42:24
4302,4303,28,1,2020,1,18:56:25
4303,4304,25,7,2020,3,14:59:17
4304,4305,9,8,2021,3,15:52:10
4305,4306,28,8,2020,3,14:6:43
4306,4307,12,3,2021,1,14:23:2
4307,4308,24,8,2020,3,13:39:26
4308,4309,11,10,2019,4,10:29:38
4309,4310,8,8,2021,3,19:4:40
4310,4311,14,3,2021,1,10:28:10
4311,4312,18,1,2021,1,18:48:7
4312,4313,11,10,2019,4,19:3:1
4313,4314,7,3,2020,1,14:26:53
4314,4315,16,9,2021,3,11:44:19
4315,4316,17,6,2020,2,9:0:48
4316,4317,11,7,2021,3,14:58:7
4317,4318,4,2,2021,1,9:25:51
4318,4319,12,5,2020,2,17:2:31
4319,4320,5,7,2021,3,16:39:40
4320,4321,3,9,2021,3,15:47:40
4321,4322,20,8,2019,3,19:16:55
4322,4323,25,2,2021,1,15:46:34
4323,4324,13,10,2020,4,10:31:20
4324,4325,8,6,2021,2,10:8:8
4325,4326,27,2,2019,1,12:14:40
4326,4327,4,9,2020,3,21:14:56
4327,4328,23,5,2019,2,13:7:45
4328,4329,18,5,2020,2,14:27:7
4329,4330,16,12,2020,4,18:33:29
4330,4331,22,9,2019,3,17:11:23
4331,4332,14,12,2019,4,16:31:35
4332,4333,27,9,2021,3,13:18:16
4333,4334,7,2,2021,1,13:38:12
4334,4335,6,5,2021,2,18:39:48
4335,4336,20,5,2021,2,11:21:21
4336,4337,12,6,2019,2,11:59:1
4337,4338,17,2,2020,1,13:23:30
4338,4339,7,1,2021,1,10:21:11
4339,4340,17,6,2019,2,20:56:21
4340,4341,1,4,2021,2,21:49:18
4341,4342,24,2,2021,1,14:18:23
4342,4343,11,3,2020,1,11:52:39
4343,4344,2,6,2020,2,12:19:43
4344,4345,14,1,2021,1,12:5:17
4345,4346,21,11,2019,4,14:41:59
4346,4347,24,12,2020,4,9:0:29
4347,4348,6,11,2020,4,14:59:13
4348,4349,12,8,2019,3,17:52:44
4349,4350,3,5,2020,2,10:13:16
4350,4351,6,4,2021,2,19:10:23
4351,4352,22,3,2021,1,19:58:13
4352,4353,27,4,2019,2,21:59:13
4353,4354,8,6,2019,2,11:22:26
4354,4355,2,8,2019,3,16:9:48
4355,4356,26,8,2019,3,9:6:51
4356,4357,15,11,2020,4,21:25:28
4357,4358,12,5,2021,2,17:0:30
4358,4359,11,1,2020,1,10:18:19
4359,4360,18,6,2021,2,20:18:4
4360,4361,3,7,2020,3,17:13:27
4361,4362,21,5,2020,2,19:8:14
4362,4363,27,12,2020,4,18:41:38
4363,4364,6,6,2019,2,18:24:21
4364,4365,14,11,2019,4,13:16:11
4365,4366,27,2,2021,1,14:14:17
4366,4367,21,5,2019,2,18:13:49
4367,4368,7,7,2019,3,11:53:26
4368,4369,1,10,2019,4,16:28:57
4369,4370,8,10,2019,4,16:48:24
4370,4371,5,7,2021,3,12:30:34
4371,4372,27,8,2020,3,18:26:57
4372,4373,3,5,2020,2,15:23:51
4373,4374,6,5,2020,2,11:22:59
4374,4375,10,9,2020,3,17:15:12
4375,4376,3,6,2020,2,21:44:48
4376,4377,15,3,2019,1,13:18:5
4377,4378,13,7,2021,3,15:12:42
4378,4379,14,4,2021,2,16:19:12
4379,4380,7,9,2021,3,12:19:34
4380,4381,16,1,2019,1,9:58:15
4381,4382,20,8,2020,3,15:31:34
4382,4383,13,2,2021,1,14:53:26
4383,4384,17,5,2021,2,16:6:50
4384,4385,19,2,2021,1,15:47:25
4385,4386,21,3,2020,1,15:16:11
4386,4387,25,6,2019,2,10:56:24
4387,4388,13,10,2019,4,15:51:49
4388,4389,27,1,2021,1,20:25:46
4389,4390,6,2,2021,1,16:24:22
4390,4391,21,4,2021,2,9:0:48
4391,4392,2,11,2020,4,21:10:4
4392,4393,8,11,2020,4,12:10:32
4393,4394,17,11,2019,4,16:5:48
4394,4395,25,6,2021,2,16:21:44
4395,4396,2,4,2019,2,13:31:23
4396,4397,15,5,2021,2,10:42:17
4397,4398,12,2,2020,1,15:41:52
4398,4399,17,5,2021,2,17:19:29
4399,4400,20,11,2019,4,12:16:36
4400,4401,13,3,2020,1,13:24:48
4401,4402,14,7,2020,3,10:15:29
4402,4403,24,5,2019,2,9:38:44
4403,4404,1,10,2019,4,17:28:20
4404,4405,1,5,2020,2,9:6:33
4405,4406,18,6,2020,2,18:17:50
4406,4407,11,9,2019,3,9:22:39
4407,4408,24,5,2020,2,14:46:22
4408,4409,7,6,2020,2,12:14:5
4409,4410,15,10,2020,4,13:9:49
4410,4411,24,2,2020,1,18:46:26
4411,4412,6,5,2021,2,13:21:30
4412,4413,16,1,2021,1,21:34:9
4413,4414,8,12,2019,4,15:56:28
4414,4415,12,12,2020,4,19:54:57
4415,4416,8,8,2019,3,18:38:36
4416,4417,1,3,2021,1,18:51:50
4417,4418,23,7,2021,3,20:11:42
4418,4419,13,9,2019,3,21:49:55
4419,4420,27,1,2020,1,9:2:14
4420,4421,1,12,2019,4,9:27:21
4421,4422,28,1,2021,1,13:49:25
4422,4423,14,3,2019,1,21:6:36
4423,4424,23,9,2020,3,17:54:13
4424,4425,1,8,2019,3,20:20:47
4425,4426,8,1,2019,1,20:33:54
4426,4427,3,7,2021,3,21:54:0
4427,4428,21,4,2021,2,19:51:31
4428,4429,22,8,2021,3,17:43:23
4429,4430,25,7,2021,3,10:45:14
4430,4431,24,5,2021,2,20:18:26
4431,4432,13,1,2020,1,12:41:34
4432,4433,15,10,2019,4,13:22:45
4433,4434,11,12,2020,4,10:54:5
4434,4435,15,6,2020,2,9:52:18
4435,4436,2,11,2019,4,19:22:11
4436,4437,14,9,2021,3,13:20:37
4437,4438,25,6,2020,2,19:7:3
4438,4439,23,3,2019,1,10:55:19
4439,4440,4,3,2020,1,17:43:48
4440,4441,7,4,2021,2,19:57:32
4441,4442,10,2,2021,1,11:31:31
4442,4443,26,12,2020,4,20:44:8
4443,4444,28,1,2020,1,19:14:36
4444,4445,16,3,2021,1,21:16:24
4445,4446,25,3,2021,1,10:51:5
4446,4447,2,7,2021,3,12:42:35
4447,4448,9,10,2020,4,19:40:6
4448,4449,28,3,2020,1,19:59:27
4449,4450,5,3,2019,1,15:13:22
4450,4451,13,5,2019,2,20:42:30
4451,4452,18,11,2020,4,14:9:0
4452,4453,8,12,2020,4,20:19:4
4453,4454,10,6,2021,2,17:49:29
4454,4455,20,8,2019,3,13:31:25
4455,4456,7,6,2019,2,18:26:7
4456,4457,11,1,2021,1,20:52:47
4457,4458,7,1,2021,1,17:4:49
4458,4459,5,3,2020,1,17:34:26
4459,4460,1,3,2019,1,21:0:25
4460,4461,1,11,2019,4,18:52:53
4461,4462,4,3,2019,1,10:15:3
4462,4463,5,1,2020,1,17:20:2
4463,4464,24,9,2021,3,17:3:41
4464,4465,11,4,2019,2,14:41:21
4465,4466,11,6,2019,2,20:11:17
4466,4467,16,1,2019,1,18:5:31
4467,4468,21,5,2019,2,18:25:38
4468,4469,27,7,2019,3,17:22:26
4469,4470,13,3,2021,1,13:18:16
4470,4471,2,2,2019,1,11:25:41
4471,4472,19,8,2021,3,13:4:28
4472,4473,22,9,2021,3,19:1:43
4473,4474,1,3,2021,1,10:30:26
4474,4475,8,4,2019,2,14:23:51
4475,4476,22,4,2020,2,10:51:2
4476,4477,11,6,2019,2,11:53:40
4477,4478,3,6,2019,2,21:23:33
4478,4479,24,7,2020,3,18:55:31
4479,4480,16,4,2021,2,16:57:45
4480,4481,26,6,2021,2,17:57:50
4481,4482,27,12,2019,4,19:0:42
4482,4483,16,3,2021,1,10:35:52
4483,4484,27,6,2019,2,17:42:10
4484,4485,22,6,2019,2,10:40:36
4485,4486,5,11,2019,4,19:45:41
4486,4487,21,7,2021,3,12:50:5
4487,4488,12,10,2020,4,12:0:46
4488,4489,4,7,2019,3,21:36:59
4489,4490,25,8,2019,3,20:23:18
4490,4491,9,10,2019,4,20:57:20
4491,4492,9,4,2020,2,18:13:29
4492,4493,22,6,2021,2,12:40:19
4493,4494,22,7,2021,3,10:5:5
4494,4495,21,4,2019,2,17:38:28
4495,4496,16,1,2021,1,13:52:6
4496,4497,15,10,2019,4,11:37:30
4497,4498,18,3,2021,1,20:35:14
4498,4499,28,5,2021,2,11:24:45
4499,4500,5,8,2021,3,11:8:53
4500,4501,23,6,2020,2,20:38:38
4501,4502,6,5,2019,2,12:15:39
4502,4503,9,8,2019,3,12:54:32
4503,4504,8,10,2020,4,14:52:27
4504,4505,14,1,2020,1,16:49:32
4505,4506,23,1,2019,1,14:12:14
4506,4507,8,1,2019,1,9:17:9
4507,4508,7,4,2020,2,15:20:55
4508,4509,8,4,2021,2,20:31:34
4509,4510,24,3,2021,1,16:16:1
4510,4511,19,2,2020,1,18:16:10
4511,4512,18,11,2019,4,12:40:51
4512,4513,20,1,2019,1,10:33:50
4513,4514,4,1,2019,1,11:22:8
4514,4515,18,7,2021,3,14:18:54
4515,4516,22,2,2021,1,9:48:31
4516,4517,16,7,2021,3,19:23:45
4517,4518,1,8,2019,3,17:59:3
4518,4519,3,11,2020,4,9:46:8
4519,4520,25,3,2019,1,12:31:17
4520,4521,12,10,2019,4,17:37:46
4521,4522,11,7,2021,3,11:11:18
4522,4523,1,2,2019,1,14:7:52
4523,4524,7,6,2021,2,12:37:1
4524,4525,4,5,2020,2,17:27:41
4525,4526,2,12,2019,4,11:41:29
4526,4527,16,1,2020,1,12:18:25
4527,4528,22,3,2019,1,21:4:6
4528,4529,3,6,2020,2,20:8:43
4529,4530,5,12,2019,4,12:27:4
4530,4531,26,4,2021,2,16:3:44
4531,4532,17,8,2021,3,12:8:55
4532,4533,14,4,2021,2,14:42:6
4533,4534,7,12,2020,4,12:53:56
4534,4535,7,5,2021,2,11:15:12
4535,4536,7,1,2021,1,9:35:0
4536,4537,19,10,2020,4,15:46:37
4537,4538,14,12,2019,4,13:33:29
4538,4539,7,6,2021,2,12:15:16
4539,4540,28,1,2019,1,12:29:45
4540,4541,18,3,2020,1,9:39:21
4541,4542,17,3,2021,1,15:12:6
4542,4543,10,1,2019,1,21:30:0
4543,4544,2,8,2020,3,20:46:22
4544,4545,19,7,2021,3,15:31:41
4545,4546,27,9,2019,3,13:9:10
4546,4547,18,7,2019,3,17:18:44
4547,4548,14,7,2019,3,11:33:49
4548,4549,20,5,2021,2,14:37:29
4549,4550,28,7,2019,3,16:2:1
4550,4551,15,2,2021,1,13:2:20
4551,4552,2,2,2021,1,21:59:53
4552,4553,7,4,2021,2,9:3:24
4553,4554,17,2,2021,1,14:58:37
4554,4555,23,12,2019,4,11:21:14
4555,4556,10,5,2020,2,14:33:13
4556,4557,18,4,2020,2,21:26:55
4557,4558,17,1,2019,1,21:0:8
4558,4559,15,3,2020,1,9:41:51
4559,4560,5,8,2021,3,20:7:58
4560,4561,7,3,2020,1,12:17:46
4561,4562,18,9,2021,3,16:27:57
4562,4563,20,10,2020,4,16:1:25
4563,4564,3,4,2020,2,21:44:59
4564,4565,13,5,2019,2,9:47:45
4565,4566,18,5,2021,2,20:39:8
4566,4567,2,10,2020,4,16:38:3
4567,4568,4,10,2020,4,17:50:0
4568,4569,19,12,2019,4,10:38:43
4569,4570,5,10,2020,4,10:42:8
4570,4571,2,12,2019,4,20:52:37
4571,4572,4,1,2021,1,12:31:24
4572,4573,12,9,2020,3,19:34:44
4573,4574,9,9,2020,3,18:35:19
4574,4575,7,7,2021,3,20:37:58
4575,4576,28,6,2019,2,20:31:26
4576,4577,7,10,2019,4,21:42:35
4577,4578,23,8,2019,3,21:26:44
4578,4579,28,1,2021,1,21:39:44
4579,4580,9,2,2020,1,9:0:22
4580,4581,18,9,2021,3,13:42:30
4581,4582,17,5,2020,2,9:5:24
4582,4583,19,1,2021,1,18:31:7
4583,4584,19,11,2020,4,13:3:47
4584,4585,10,12,2020,4,13:57:17
4585,4586,13,8,2019,3,20:23:10
4586,4587,26,1,2019,1,11:55:24
4587,4588,5,9,2020,3,14:48:29
4588,4589,2,6,2021,2,20:27:27
4589,4590,24,9,2020,3,15:54:17
4590,4591,27,11,2019,4,12:10:44
4591,4592,25,9,2019,3,21:56:15
4592,4593,26,12,2020,4,10:12:41
4593,4594,11,9,2021,3,13:36:48
4594,4595,9,3,2020,1,21:49:13
4595,4596,20,2,2021,1,9:1:55
4596,4597,11,1,2019,1,17:34:23
4597,4598,19,10,2019,4,9:9:44
4598,4599,5,11,2019,4,11:40:0
4599,4600,22,12,2019,4,16:13:1
4600,4601,24,1,2021,1,20:55:32
4601,4602,5,8,2021,3,20:22:44
4602,4603,27,3,2019,1,12:42:37
4603,4604,6,2,2020,1,15:52:58
4604,4605,16,9,2021,3,15:23:6
4605,4606,15,6,2021,2,19:45:14
4606,4607,16,3,2019,1,21:37:19
4607,4608,23,5,2019,2,15:0:10
4608,4609,17,9,2019,3,19:28:31
4609,4610,5,4,2019,2,14:43:1
4610,4611,9,4,2020,2,9:25:55
4611,4612,26,8,2019,3,17:19:44
4612,4613,17,1,2019,1,14:30:27
4613,4614,9,5,2019,2,19:13:39
4614,4615,27,6,2020,2,10:47:59
4615,4616,20,6,2019,2,10:28:9
4616,4617,10,6,2021,2,9:13:31
4617,4618,12,1,2019,1,20:42:3
4618,4619,23,1,2020,1,10:9:2
4619,4620,20,6,2019,2,21:33:34
4620,4621,21,7,2019,3,9:29:44
4621,4622,23,3,2019,1,13:9:11
4622,4623,3,4,2021,2,18:51:6
4623,4624,18,4,2019,2,21:29:49
4624,4625,20,2,2019,1,18:25:32
4625,4626,4,3,2020,1,21:47:28
4626,4627,6,11,2020,4,21:33:10
4627,4628,4,4,2019,2,14:35:46
4628,4629,13,7,2019,3,19:20:1
4629,4630,10,3,2020,1,10:49:57
4630,4631,1,5,2020,2,11:47:21
4631,4632,23,7,2021,3,18:37:3
4632,4633,15,4,2021,2,10:9:4
4633,4634,4,11,2020,4,20:59:20
4634,4635,25,7,2021,3,18:57:20
4635,4636,1,3,2020,1,14:19:56
4636,4637,8,6,2020,2,13:57:50
4637,4638,28,7,2021,3,20:44:13
4638,4639,1,9,2020,3,9:0:49
4639,4640,10,5,2019,2,16:12:13
4640,4641,11,4,2021,2,17:7:56
4641,4642,11,2,2021,1,17:56:38
4642,4643,15,6,2020,2,20:57:47
4643,4644,21,9,2019,3,10:14:47
4644,4645,19,1,2021,1,18:11:9
4645,4646,27,7,2019,3,17:39:38
4646,4647,21,6,2019,2,20:12:17
4647,4648,10,8,2021,3,14:51:43
4648,4649,4,6,2020,2,9:1:4
4649,4650,14,3,2019,1,18:3:20
4650,4651,23,5,2021,2,20:24:0
4651,4652,26,3,2021,1,9:42:31
4652,4653,5,4,2021,2,12:48:35
4653,4654,12,1,2019,1,16:3:4
4654,4655,16,12,2020,4,15:30:15
4655,4656,17,12,2020,4,11:28:4
4656,4657,3,4,2019,2,19:55:48
4657,4658,25,5,2021,2,10:46:21
4658,4659,2,6,2021,2,16:23:50
4659,4660,22,9,2021,3,10:42:59
4660,4661,10,4,2021,2,19:53:30
4661,4662,9,6,2021,2,15:9:7
4662,4663,25,2,2021,1,16:30:15
4663,4664,24,4,2021,2,10:43:20
4664,4665,7,1,2020,1,19:46:6
4665,4666,3,8,2020,3,9:7:25
4666,4667,18,2,2021,1,19:44:16
4667,4668,4,7,2019,3,12:20:36
4668,4669,24,10,2019,4,18:23:46
4669,4670,1,1,2019,1,21:15:2
4670,4671,24,9,2021,3,18:52:25
4671,4672,7,4,2019,2,20:57:8
4672,4673,20,8,2021,3,12:57:21
4673,4674,11,5,2020,2,14:42:21
4674,4675,12,11,2019,4,21:24:2
4675,4676,17,3,2021,1,17:15:29
4676,4677,22,8,2019,3,18:20:24
4677,4678,20,2,2021,1,18:2:6
4678,4679,9,1,2019,1,9:11:58
4679,4680,13,3,2020,1,13:29:19
4680,4681,2,6,2019,2,16:4:54
4681,4682,6,8,2020,3,12:46:9
4682,4683,14,7,2019,3,9:46:28
4683,4684,22,6,2019,2,12:55:48
4684,4685,1,5,2020,2,21:18:11
4685,4686,16,8,2020,3,9:49:32
4686,4687,14,11,2019,4,20:53:59
4687,4688,9,5,2020,2,12:12:21
4688,4689,28,5,2019,2,12:13:36
4689,4690,22,9,2019,3,18:0:23
4690,4691,17,8,2021,3,12:21:38
4691,4692,6,9,2021,3,12:34:29
4692,4693,20,9,2020,3,9:38:22
4693,4694,25,2,2021,1,16:17:24
4694,4695,4,10,2020,4,13:20:14
4695,4696,8,7,2020,3,20:48:39
4696,4697,24,8,2020,3,16:40:49
4697,4698,13,4,2019,2,9:2:16
4698,4699,8,11,2019,4,10:42:29
4699,4700,13,12,2019,4,15:16:7
4700,4701,12,3,2019,1,11:46:31
4701,4702,22,7,2019,3,19:46:34
4702,4703,23,6,2019,2,10:51:27
4703,4704,22,8,2021,3,9:43:55
4704,4705,12,6,2019,2,18:15:56
4705,4706,9,5,2021,2,14:43:37
4706,4707,19,1,2019,1,21:29:22
4707,4708,18,3,2021,1,17:20:27
4708,4709,17,8,2021,3,15:1:50
4709,4710,20,5,2019,2,21:19:25
4710,4711,16,12,2019,4,21:12:54
4711,4712,28,12,2019,4,13:27:45
4712,4713,1,12,2020,4,10:17:25
4713,4714,24,9,2021,3,15:18:6
4714,4715,2,3,2021,1,15:5:51
4715,4716,16,7,2021,3,20:49:18
4716,4717,9,5,2021,2,11:11:32
4717,4718,2,10,2020,4,20:12:54
4718,4719,8,3,2019,1,13:44:38
4719,4720,18,10,2020,4,19:38:45
4720,4721,6,2,2020,1,10:6:42
4721,4722,17,8,2020,3,20:57:18
4722,4723,1,6,2019,2,11:36:8
4723,4724,16,3,2021,1,20:29:14
4724,4725,21,5,2020,2,18:58:3
4725,4726,8,2,2019,1,20:35:17
4726,4727,6,8,2020,3,9:53:23
4727,4728,10,12,2020,4,17:5:35
4728,4729,21,10,2019,4,12:27:56
4729,4730,25,5,2021,2,16:31:23
4730,4731,2,8,2021,3,16:58:15
4731,4732,24,9,2021,3,14:31:1
4732,4733,9,8,2021,3,11:6:13
4733,4734,11,8,2020,3,12:40:43
4734,4735,23,10,2020,4,19:9:42
4735,4736,11,6,2021,2,14:46:8
4736,4737,8,3,2019,1,18:59:51
4737,4738,28,3,2020,1,17:40:37
4738,4739,5,4,2019,2,16:16:16
4739,4740,28,1,2021,1,11:42:54
4740,4741,16,6,2021,2,16:20:2
4741,4742,6,9,2020,3,9:4:1
4742,4743,27,1,2019,1,21:57:8
4743,4744,4,7,2019,3,18:5:53
4744,4745,24,8,2020,3,17:8:1
4745,4746,21,2,2020,1,21:1:39
4746,4747,22,3,2021,1,12:18:5
4747,4748,9,8,2020,3,18:13:28
4748,4749,19,3,2021,1,13:16:1
4749,4750,13,1,2021,1,11:33:9
4750,4751,27,5,2021,2,18:32:9
4751,4752,20,3,2020,1,21:9:28
4752,4753,8,10,2019,4,17:8:31
4753,4754,18,3,2021,1,9:27:33
4754,4755,3,1,2019,1,11:51:45
4755,4756,13,8,2021,3,17:24:17
4756,4757,7,7,2019,3,10:30:37
4757,4758,18,5,2020,2,12:35:2
4758,4759,25,12,2019,4,15:28:8
4759,4760,12,9,2019,3,15:50:31
4760,4761,2,12,2019,4,9:36:25
4761,4762,10,4,2021,2,16:18:15
4762,4763,21,5,2021,2,10:56:42
4763,4764,24,6,2019,2,16:51:28
4764,4765,21,4,2021,2,10:18:10
4765,4766,25,10,2019,4,19:55:42
4766,4767,15,8,2021,3,19:27:18
4767,4768,2,9,2020,3,11:7:3
4768,4769,18,5,2019,2,19:56:58
4769,4770,24,8,2019,3,18:28:7
4770,4771,6,6,2019,2,10:22:43
4771,4772,24,12,2019,4,19:29:21
4772,4773,26,5,2021,2,11:49:19
4773,4774,18,1,2019,1,9:37:37
4774,4775,13,9,2019,3,15:20:49
4775,4776,14,4,2020,2,13:56:12
4776,4777,28,9,2019,3,16:47:20
4777,4778,20,6,2021,2,15:31:53
4778,4779,10,2,2019,1,21:24:4
4779,4780,22,6,2021,2,16:26:24
4780,4781,27,1,2021,1,19:16:20
4781,4782,26,2,2021,1,20:15:11
4782,4783,10,6,2020,2,18:22:50
4783,4784,7,7,2019,3,21:37:55
4784,4785,1,12,2020,4,12:57:0
4785,4786,21,6,2021,2,20:45:2
4786,4787,14,4,2021,2,10:29:41
4787,4788,27,6,2020,2,12:33:36
4788,4789,18,5,2021,2,11:57:35
4789,4790,17,9,2019,3,9:44:17
4790,4791,7,11,2019,4,20:4:56
4791,4792,11,5,2020,2,15:14:18
4792,4793,3,6,2020,2,15:29:11
4793,4794,12,4,2020,2,21:29:6
4794,4795,21,1,2019,1,9:7:40
4795,4796,8,8,2021,3,15:11:9
4796,4797,2,7,2019,3,13:26:49
4797,4798,12,4,2021,2,10:50:27
4798,4799,14,10,2020,4,13:3:56
4799,4800,17,6,2020,2,11:18:33
4800,4801,25,4,2020,2,20:25:16
4801,4802,28,6,2021,2,19:49:41
4802,4803,20,2,2021,1,10:53:44
4803,4804,10,6,2019,2,14:27:0
4804,4805,11,11,2020,4,14:15:45
4805,4806,21,8,2021,3,20:47:38
4806,4807,20,2,2021,1,15:22:36
4807,4808,18,6,2021,2,15:9:54
4808,4809,26,1,2020,1,20:2:20
4809,4810,6,2,2020,1,11:29:42
4810,4811,27,3,2021,1,20:29:25
4811,4812,12,7,2020,3,14:44:42
4812,4813,21,4,2019,2,16:19:2
4813,4814,4,6,2019,2,14:24:24
4814,4815,2,8,2021,3,20:32:30
4815,4816,9,3,2019,1,15:48:25
4816,4817,11,9,2021,3,11:13:49
4817,4818,18,5,2020,2,9:7:12
4818,4819,1,5,2021,2,11:19:54
4819,4820,20,7,2021,3,18:10:9
4820,4821,6,11,2020,4,11:54:15
4821,4822,15,8,2021,3,21:14:56
4822,4823,11,12,2020,4,17:35:42
4823,4824,5,4,2020,2,16:47:55
4824,4825,24,1,2020,1,16:5:38
4825,4826,20,12,2019,4,15:35:38
4826,4827,6,3,2019,1,12:56:56
4827,4828,16,3,2021,1,17:49:32
4828,4829,12,5,2019,2,13:39:37
4829,4830,28,3,2019,1,19:10:7
4830,4831,22,8,2021,3,12:15:24
4831,4832,12,7,2020,3,21:26:59
4832,4833,3,3,2021,1,14:32:8
4833,4834,18,1,2020,1,10:4:49
4834,4835,4,5,2019,2,10:44:5
4835,4836,23,8,2021,3,12:59:45
4836,4837,22,3,2019,1,20:45:8
4837,4838,3,6,2021,2,14:36:51
4838,4839,20,6,2021,2,18:0:40
4839,4840,2,11,2019,4,14:7:56
4840,4841,6,7,2020,3,18:59:42
4841,4842,22,8,2020,3,14:25:46
4842,4843,1,8,2021,3,15:23:35
4843,4844,12,6,2020,2,20:40:30
4844,4845,13,9,2020,3,12:24:12
4845,4846,4,1,2021,1,13:20:4
4846,4847,10,9,2021,3,9:32:35
4847,4848,13,7,2021,3,15:57:17
4848,4849,10,9,2020,3,13:26:54
4849,4850,26,2,2020,1,11:8:0
4850,4851,23,5,2021,2,20:4:35
4851,4852,18,11,2020,4,10:40:8
4852,4853,13,4,2019,2,18:40:47
4853,4854,27,1,2019,1,11:29:57
4854,4855,4,8,2019,3,21:38:42
4855,4856,19,9,2020,3,13:37:40
4856,4857,19,7,2019,3,14:58:5
4857,4858,5,1,2021,1,19:48:48
4858,4859,12,9,2019,3,9:12:49
4859,4860,11,4,2021,2,15:54:46
4860,4861,27,8,2021,3,19:4:53
4861,4862,11,2,2019,1,21:32:11
4862,4863,13,8,2021,3,12:37:15
4863,4864,18,4,2019,2,15:12:50
4864,4865,21,8,2019,3,9:52:17
4865,4866,2,5,2019,2,15:2:7
4866,4867,3,10,2020,4,13:42:41
4867,4868,7,6,2021,2,13:7:54
