,SaleID,MenuItemID,MenuItemQuantity,Total,TimeID
17063,5695,2,5,58.449999999999996,15694
17064,5696,4,2,34.5,15695
17065,5696,20,4,18.0,15695
17066,5696,29,1,3.0,15695
17067,5696,5,3,34.95,15695
17068,5696,10,1,14.79,15695
17069,5697,24,1,4.4,15696
17070,5698,30,3,11.25,15697
17071,5699,3,3,38.67,15698
17072,5699,30,4,15.0,15698
17073,5699,9,4,47.56,15698
17074,5700,5,3,34.95,15699
17075,5700,5,2,23.3,15699
17076,5701,19,5,14.950000000000001,15700
17077,5701,29,1,3.0,15700
17078,5701,18,3,22.5,15700
17079,5702,30,5,18.75,15701
17080,5702,21,3,7.5,15701
17081,5702,23,1,8.95,15701
17082,5702,26,3,18.75,15701
17083,5703,18,1,7.5,15702
17084,5703,6,5,49.75,15702
17085,5703,24,4,17.6,15702
17086,5704,24,1,4.4,15703
17087,5704,17,4,30.0,15703
17088,5704,1,1,10.49,15703
17089,5704,29,1,3.0,15703
17090,5704,14,3,40.47,15703
17091,5705,30,3,11.25,15704
17092,5705,23,2,17.9,15704
17093,5705,2,5,58.449999999999996,15704
17094,5705,21,1,2.5,15704
17095,5706,29,5,15.0,15705
17096,5707,4,1,17.25,15706
17097,5707,23,5,44.75,15706
17098,5708,17,1,7.5,15707
17099,5708,28,5,12.450000000000001,15707
17100,5708,11,3,44.37,15707
17101,5708,13,2,29.58,15707
17102,5709,5,5,58.25,15708
17103,5710,22,4,8.0,15709
17104,5711,2,3,35.07,15710
17105,5711,9,3,35.67,15710
17106,5711,11,4,59.16,15710
17107,5711,5,2,23.3,15710
17108,5711,26,5,31.25,15710
17109,5712,8,5,49.75,15711
17110,5712,10,5,73.94999999999999,15711
17111,5712,9,3,35.67,15711
17112,5712,15,2,18.5,15711
17113,5712,13,1,14.79,15711
17114,5713,27,5,7.5,15712
17115,5713,1,5,52.45,15712
17116,5713,18,4,30.0,15712
17117,5714,18,4,30.0,15713
17118,5714,23,2,17.9,15713
17119,5714,10,3,44.37,15713
17120,5714,7,2,25.5,15713
17121,5715,13,3,44.37,15714
17122,5715,15,2,18.5,15714
17123,5716,26,1,6.25,15715
17124,5716,27,4,6.0,15715
17125,5716,20,4,18.0,15715
17126,5716,28,5,12.450000000000001,15715
17127,5716,15,3,27.75,15715
17128,5717,29,2,6.0,15716
17129,5717,26,4,25.0,15716
17130,5717,23,4,35.8,15716
17131,5718,13,1,14.79,15717
17132,5718,5,2,23.3,15717
17133,5719,1,5,52.45,15718
17134,5719,21,5,12.5,15718
17135,5719,4,1,17.25,15718
17136,5720,2,5,58.449999999999996,15719
17137,5720,30,1,3.75,15719
17138,5720,28,4,9.96,15719
17139,5721,16,3,22.5,15720
17140,5721,21,1,2.5,15720
17141,5721,1,5,52.45,15720
17142,5722,23,3,26.849999999999998,15721
17143,5722,7,2,25.5,15721
17144,5723,17,2,15.0,15722
17145,5724,21,5,12.5,15723
17146,5724,17,3,22.5,15723
17147,5724,22,2,4.0,15723
17148,5724,10,5,73.94999999999999,15723
17149,5724,24,1,4.4,15723
17150,5725,21,3,7.5,15724
17151,5725,21,5,12.5,15724
17152,5726,1,4,41.96,15725
17153,5726,19,4,11.96,15725
17154,5727,12,5,73.94999999999999,15726
17155,5727,25,4,30.0,15726
17156,5727,1,4,41.96,15726
17157,5727,10,4,59.16,15726
17158,5728,30,3,11.25,15727
17159,5729,8,1,9.95,15728
17160,5729,27,2,3.0,15728
17161,5729,19,4,11.96,15728
17162,5729,18,5,37.5,15728
17163,5729,14,5,67.45,15728
17164,5730,18,5,37.5,15729
17165,5730,4,4,69.0,15729
17166,5731,4,3,51.75,15730
17167,5731,3,2,25.78,15730
17168,5731,2,2,23.38,15730
17169,5731,26,5,31.25,15730
17170,5732,17,1,7.5,15731
17171,5732,2,4,46.76,15731
17172,5732,30,2,7.5,15731
17173,5733,11,3,44.37,15732
17174,5733,8,1,9.95,15732
17175,5734,8,2,19.9,15733
17176,5734,10,1,14.79,15733
17177,5734,11,2,29.58,15733
17178,5734,18,4,30.0,15733
17179,5735,16,5,37.5,15734
17180,5735,24,3,13.200000000000001,15734
17181,5735,28,4,9.96,15734
17182,5735,7,5,63.75,15734
17183,5735,28,3,7.470000000000001,15734
17184,5736,4,5,86.25,15735
17185,5736,9,4,47.56,15735
17186,5736,6,1,9.95,15735
17187,5736,10,4,59.16,15735
17188,5737,13,2,29.58,15736
17189,5737,27,4,6.0,15736
17190,5737,8,4,39.8,15736
17191,5737,25,5,37.5,15736
17192,5738,6,1,9.95,15737
17193,5739,20,5,22.5,15738
17194,5739,30,1,3.75,15738
17195,5739,28,3,7.470000000000001,15738
17196,5739,17,1,7.5,15738
17197,5740,3,1,12.89,15739
17198,5741,18,1,7.5,15740
17199,5741,7,1,12.75,15740
17200,5741,1,5,52.45,15740
17201,5741,12,2,29.58,15740
17202,5741,25,2,15.0,15740
17203,5742,13,2,29.58,15741
17204,5742,22,1,2.0,15741
17205,5742,22,2,4.0,15741
17206,5742,1,5,52.45,15741
17207,5742,13,1,14.79,15741
17208,5743,30,2,7.5,15742
17209,5743,8,3,29.849999999999998,15742
17210,5744,23,5,44.75,15743
17211,5745,23,1,8.95,15744
17212,5745,24,1,4.4,15744
17213,5746,30,5,18.75,15745
17214,5746,28,5,12.450000000000001,15745
17215,5747,29,3,9.0,15746
17216,5747,23,4,35.8,15746
17217,5747,2,3,35.07,15746
17218,5747,22,5,10.0,15746
17219,5747,26,2,12.5,15746
17220,5748,19,2,5.98,15747
17221,5748,20,3,13.5,15747
17222,5748,11,5,73.94999999999999,15747
17223,5748,8,5,49.75,15747
17224,5749,5,5,58.25,15748
17225,5750,4,3,51.75,15749
17226,5750,25,5,37.5,15749
17227,5750,17,4,30.0,15749
17228,5751,24,4,17.6,15750
17229,5751,19,2,5.98,15750
17230,5751,12,4,59.16,15750
17231,5751,14,1,13.49,15750
17232,5751,1,1,10.49,15750
17233,5752,14,5,67.45,15751
17234,5752,16,4,30.0,15751
17235,5752,27,2,3.0,15751
17236,5753,12,2,29.58,15752
17237,5753,3,3,38.67,15752
17238,5754,21,2,5.0,15753
17239,5754,29,2,6.0,15753
17240,5754,5,2,23.3,15753
17241,5754,17,2,15.0,15753
17242,5755,26,5,31.25,15754
17243,5755,15,3,27.75,15754
17244,5755,17,2,15.0,15754
17245,5755,8,4,39.8,15754
17246,5755,14,5,67.45,15754
17247,5756,3,5,64.45,15755
17248,5756,21,4,10.0,15755
17249,5756,13,4,59.16,15755
17250,5756,16,5,37.5,15755
17251,5757,25,3,22.5,15756
17252,5757,19,4,11.96,15756
17253,5758,11,3,44.37,15757
17254,5758,5,2,23.3,15757
17255,5758,25,5,37.5,15757
17256,5758,29,4,12.0,15757
17257,5758,13,4,59.16,15757
17258,5759,2,2,23.38,15758
17259,5759,8,1,9.95,15758
17260,5759,16,1,7.5,15758
17261,5759,3,3,38.67,15758
17262,5760,5,1,11.65,15759
17263,5760,23,5,44.75,15759
17264,5760,17,4,30.0,15759
17265,5761,4,5,86.25,15760
17266,5761,5,1,11.65,15760
17267,5761,21,3,7.5,15760
17268,5762,23,1,8.95,15761
17269,5763,19,1,2.99,15762
17270,5763,17,2,15.0,15762
17271,5764,26,5,31.25,15763
17272,5764,21,5,12.5,15763
17273,5765,28,3,7.470000000000001,15764
17274,5765,13,4,59.16,15764
17275,5765,9,5,59.45,15764
17276,5765,30,1,3.75,15764
17277,5766,26,2,12.5,15765
17278,5766,10,4,59.16,15765
17279,5766,4,5,86.25,15765
17280,5766,13,1,14.79,15765
17281,5766,18,4,30.0,15765
17282,5767,19,3,8.97,15766
17283,5767,13,1,14.79,15766
17284,5767,19,5,14.950000000000001,15766
17285,5767,9,4,47.56,15766
17286,5767,17,3,22.5,15766
17287,5768,16,4,30.0,15767
17288,5768,21,1,2.5,15767
17289,5768,26,3,18.75,15767
17290,5769,24,4,17.6,15768
17291,5769,17,2,15.0,15768
17292,5769,7,2,25.5,15768
17293,5769,30,3,11.25,15768
17294,5769,15,3,27.75,15768
17295,5770,9,5,59.45,15769
17296,5771,24,3,13.200000000000001,15770
17297,5772,18,1,7.5,15771
17298,5772,3,3,38.67,15771
17299,5772,30,3,11.25,15771
17300,5772,15,2,18.5,15771
17301,5772,5,4,46.6,15771
17302,5773,2,4,46.76,15772
17303,5773,27,4,6.0,15772
17304,5773,10,4,59.16,15772
17305,5773,9,2,23.78,15772
17306,5773,17,2,15.0,15772
17307,5774,9,1,11.89,15773
17308,5774,8,3,29.849999999999998,15773
17309,5774,4,4,69.0,15773
17310,5774,20,1,4.5,15773
17311,5774,1,1,10.49,15773
17312,5775,11,3,44.37,15774
17313,5776,1,4,41.96,15775
17314,5776,9,3,35.67,15775
17315,5776,16,1,7.5,15775
17316,5776,22,3,6.0,15775
17317,5776,4,1,17.25,15775
17318,5777,3,3,38.67,15776
17319,5778,16,2,15.0,15777
17320,5779,24,3,13.200000000000001,15778
17321,5779,30,1,3.75,15778
17322,5780,12,1,14.79,15779
17323,5781,19,2,5.98,15780
17324,5782,22,4,8.0,15781
17325,5782,7,3,38.25,15781
17326,5782,26,2,12.5,15781
17327,5783,14,1,13.49,15782
17328,5783,14,2,26.98,15782
17329,5783,17,5,37.5,15782
17330,5784,24,3,13.200000000000001,15783
17331,5784,12,3,44.37,15783
17332,5784,18,3,22.5,15783
17333,5784,25,4,30.0,15783
17334,5784,8,4,39.8,15783
17335,5785,1,5,52.45,15784
17336,5786,24,5,22.0,15785
17337,5787,2,3,35.07,15786
17338,5787,25,3,22.5,15786
17339,5788,29,5,15.0,15787
17340,5788,17,5,37.5,15787
17341,5789,22,5,10.0,15788
17342,5790,10,5,73.94999999999999,15789
17343,5790,28,4,9.96,15789
17344,5790,11,5,73.94999999999999,15789
17345,5790,1,1,10.49,15789
17346,5791,28,1,2.49,15790
17347,5791,5,3,34.95,15790
17348,5791,6,2,19.9,15790
17349,5791,28,3,7.470000000000001,15790
17350,5792,11,1,14.79,15791
17351,5792,20,2,9.0,15791
17352,5792,21,1,2.5,15791
17353,5792,7,5,63.75,15791
17354,5793,28,1,2.49,15792
17355,5794,8,2,19.9,15793
17356,5794,27,4,6.0,15793
17357,5794,6,1,9.95,15793
17358,5794,5,3,34.95,15793
17359,5795,16,4,30.0,15794
17360,5795,16,5,37.5,15794
17361,5795,11,1,14.79,15794
17362,5795,17,1,7.5,15794
17363,5795,2,4,46.76,15794
17364,5796,2,4,46.76,15795
17365,5796,3,4,51.56,15795
17366,5796,20,2,9.0,15795
17367,5796,27,2,3.0,15795
17368,5796,3,3,38.67,15795
17369,5797,8,2,19.9,15796
17370,5798,9,1,11.89,15797
17371,5798,22,1,2.0,15797
17372,5798,18,2,15.0,15797
17373,5798,11,3,44.37,15797
17374,5798,7,2,25.5,15797
17375,5799,19,5,14.950000000000001,15798
17376,5799,24,2,8.8,15798
17377,5799,14,1,13.49,15798
17378,5799,27,2,3.0,15798
17379,5800,30,4,15.0,15799
17380,5800,2,1,11.69,15799
17381,5800,21,1,2.5,15799
17382,5800,13,2,29.58,15799
17383,5801,18,5,37.5,15800
17384,5802,3,3,38.67,15801
17385,5802,20,3,13.5,15801
17386,5802,29,5,15.0,15801
17387,5802,15,3,27.75,15801
17388,5802,22,4,8.0,15801
17389,5803,30,4,15.0,15802
17390,5803,1,5,52.45,15802
17391,5804,1,3,31.47,15803
17392,5804,29,3,9.0,15803
17393,5805,17,1,7.5,15804
17394,5805,2,3,35.07,15804
17395,5805,16,4,30.0,15804
17396,5805,13,1,14.79,15804
17397,5805,19,1,2.99,15804
17398,5806,1,1,10.49,15805
17399,5806,19,4,11.96,15805
17400,5806,1,4,41.96,15805
17401,5806,11,5,73.94999999999999,15805
17402,5807,1,4,41.96,15806
17403,5807,21,5,12.5,15806
17404,5807,10,1,14.79,15806
17405,5808,1,5,52.45,15807
17406,5808,18,3,22.5,15807
17407,5808,29,4,12.0,15807
17408,5808,26,3,18.75,15807
17409,5809,15,3,27.75,15808
17410,5809,24,4,17.6,15808
17411,5809,25,1,7.5,15808
17412,5809,27,3,4.5,15808
17413,5809,3,3,38.67,15808
17414,5810,5,1,11.65,15809
17415,5810,10,5,73.94999999999999,15809
17416,5811,4,4,69.0,15810
17417,5811,15,5,46.25,15810
17418,5811,19,2,5.98,15810
17419,5811,17,5,37.5,15810
17420,5812,26,4,25.0,15811
17421,5812,21,5,12.5,15811
17422,5813,27,3,4.5,15812
17423,5814,5,4,46.6,15813
17424,5814,24,5,22.0,15813
17425,5814,22,2,4.0,15813
17426,5815,8,4,39.8,15814
17427,5815,15,1,9.25,15814
17428,5816,1,2,20.98,15815
17429,5816,25,1,7.5,15815
17430,5816,10,3,44.37,15815
17431,5816,7,1,12.75,15815
17432,5817,19,2,5.98,15816
17433,5817,14,2,26.98,15816
17434,5817,23,4,35.8,15816
17435,5817,2,5,58.449999999999996,15816
17436,5818,10,4,59.16,15817
17437,5819,29,2,6.0,15818
17438,5819,9,4,47.56,15818
17439,5820,28,4,9.96,15819
17440,5820,12,2,29.58,15819
17441,5820,3,1,12.89,15819
17442,5821,11,4,59.16,15820
17443,5821,5,5,58.25,15820
17444,5821,5,2,23.3,15820
17445,5821,19,1,2.99,15820
17446,5821,18,1,7.5,15820
17447,5822,21,5,12.5,15821
17448,5822,2,4,46.76,15821
17449,5822,3,2,25.78,15821
17450,5823,25,2,15.0,15822
17451,5823,27,3,4.5,15822
17452,5823,7,4,51.0,15822
17453,5823,4,2,34.5,15822
17454,5823,24,5,22.0,15822
17455,5824,1,3,31.47,15823
17456,5824,26,3,18.75,15823
17457,5824,19,3,8.97,15823
17458,5825,8,3,29.849999999999998,15824
17459,5825,14,2,26.98,15824
17460,5825,1,1,10.49,15824
17461,5825,18,3,22.5,15824
17462,5825,3,4,51.56,15824
17463,5826,30,4,15.0,15825
17464,5826,1,1,10.49,15825
17465,5826,18,4,30.0,15825
17466,5826,28,5,12.450000000000001,15825
17467,5827,9,5,59.45,15826
17468,5827,21,5,12.5,15826
17469,5827,11,1,14.79,15826
17470,5828,19,3,8.97,15827
17471,5828,20,1,4.5,15827
17472,5828,23,5,44.75,15827
17473,5828,15,5,46.25,15827
17474,5828,11,1,14.79,15827
17475,5829,1,2,20.98,15828
17476,5830,9,3,35.67,15829
17477,5830,14,2,26.98,15829
17478,5830,20,5,22.5,15829
17479,5830,11,2,29.58,15829
17480,5830,23,5,44.75,15829
17481,5831,29,1,3.0,15830
17482,5831,6,3,29.849999999999998,15830
17483,5832,21,1,2.5,15831
17484,5832,14,5,67.45,15831
17485,5832,7,1,12.75,15831
17486,5832,3,5,64.45,15831
17487,5833,5,4,46.6,15832
17488,5833,4,1,17.25,15832
17489,5833,29,1,3.0,15832
17490,5834,26,2,12.5,15833
17491,5834,18,4,30.0,15833
17492,5834,2,5,58.449999999999996,15833
17493,5834,24,4,17.6,15833
17494,5835,22,5,10.0,15834
17495,5835,3,3,38.67,15834
17496,5836,20,4,18.0,15835
17497,5836,24,3,13.200000000000001,15835
17498,5836,13,2,29.58,15835
17499,5836,26,2,12.5,15835
17500,5836,1,3,31.47,15835
17501,5837,27,2,3.0,15836
17502,5837,5,3,34.95,15836
17503,5837,12,5,73.94999999999999,15836
17504,5837,7,3,38.25,15836
17505,5837,27,4,6.0,15836
17506,5838,25,2,15.0,15837
17507,5838,27,3,4.5,15837
17508,5838,27,3,4.5,15837
17509,5838,28,5,12.450000000000001,15837
17510,5838,25,2,15.0,15837
17511,5839,28,1,2.49,15838
17512,5839,16,2,15.0,15838
17513,5840,2,4,46.76,15839
17514,5840,2,5,58.449999999999996,15839
17515,5840,3,1,12.89,15839
17516,5840,12,1,14.79,15839
17517,5841,23,2,17.9,15840
17518,5841,14,5,67.45,15840
17519,5841,3,5,64.45,15840
17520,5841,6,2,19.9,15840
17521,5842,29,4,12.0,15841
17522,5842,7,4,51.0,15841
17523,5842,4,3,51.75,15841
17524,5842,30,3,11.25,15841
17525,5843,5,4,46.6,15842
17526,5843,12,4,59.16,15842
17527,5843,1,4,41.96,15842
17528,5843,11,4,59.16,15842
17529,5843,13,4,59.16,15842
17530,5844,4,1,17.25,15843
17531,5844,28,1,2.49,15843
17532,5844,11,1,14.79,15843
17533,5844,13,5,73.94999999999999,15843
17534,5844,1,2,20.98,15843
17535,5845,12,4,59.16,15844
17536,5846,14,2,26.98,15845
17537,5846,1,3,31.47,15845
17538,5846,6,5,49.75,15845
17539,5847,27,3,4.5,15846
17540,5847,15,4,37.0,15846
17541,5848,6,5,49.75,15847
17542,5848,16,1,7.5,15847
17543,5848,29,4,12.0,15847
17544,5848,29,1,3.0,15847
17545,5848,10,3,44.37,15847
17546,5849,21,3,7.5,15848
17547,5849,27,1,1.5,15848
17548,5849,26,4,25.0,15848
17549,5850,12,2,29.58,15849
17550,5850,21,5,12.5,15849
17551,5850,15,3,27.75,15849
17552,5850,17,4,30.0,15849
17553,5850,16,4,30.0,15849
17554,5851,15,5,46.25,15850
17555,5851,27,3,4.5,15850
17556,5852,23,4,35.8,15851
17557,5853,19,4,11.96,15852
17558,5853,13,5,73.94999999999999,15852
17559,5853,18,4,30.0,15852
17560,5853,24,5,22.0,15852
17561,5853,24,3,13.200000000000001,15852
17562,5854,15,2,18.5,15853
17563,5855,24,3,13.200000000000001,15854
17564,5855,11,2,29.58,15854
17565,5855,15,1,9.25,15854
17566,5855,10,4,59.16,15854
17567,5856,28,1,2.49,15855
17568,5856,15,5,46.25,15855
17569,5856,12,1,14.79,15855
17570,5856,29,3,9.0,15855
17571,5857,4,4,69.0,15856
17572,5857,18,4,30.0,15856
17573,5858,15,4,37.0,15857
17574,5858,2,2,23.38,15857
17575,5858,24,3,13.200000000000001,15857
17576,5859,18,5,37.5,15858
17577,5859,26,2,12.5,15858
17578,5859,13,1,14.79,15858
17579,5859,17,5,37.5,15858
17580,5860,30,4,15.0,15859
17581,5860,3,3,38.67,15859
17582,5860,9,2,23.78,15859
17583,5861,1,4,41.96,15860
17584,5861,23,3,26.849999999999998,15860
17585,5861,27,2,3.0,15860
17586,5862,15,3,27.75,15861
17587,5863,28,2,4.98,15862
17588,5863,28,5,12.450000000000001,15862
17589,5863,29,5,15.0,15862
17590,5864,16,3,22.5,15863
17591,5864,3,3,38.67,15863
17592,5864,5,5,58.25,15863
17593,5864,29,2,6.0,15863
17594,5865,5,3,34.95,15864
17595,5865,7,5,63.75,15864
17596,5866,10,1,14.79,15865
17597,5866,22,5,10.0,15865
17598,5867,23,2,17.9,15866
17599,5867,18,5,37.5,15866
17600,5867,4,1,17.25,15866
17601,5867,18,3,22.5,15866
17602,5867,16,2,15.0,15866
17603,5868,4,5,86.25,15867
17604,5868,7,2,25.5,15867
17605,5868,8,2,19.9,15867
17606,5869,28,1,2.49,15868
17607,5870,1,1,10.49,15869
17608,5871,10,2,29.58,15870
17609,5872,8,4,39.8,15871
17610,5872,30,5,18.75,15871
17611,5872,22,4,8.0,15871
17612,5872,10,5,73.94999999999999,15871
17613,5873,10,3,44.37,15872
17614,5873,3,5,64.45,15872
17615,5873,8,4,39.8,15872
17616,5874,24,4,17.6,15873
17617,5874,19,3,8.97,15873
17618,5875,22,2,4.0,15874
17619,5875,30,2,7.5,15874
17620,5876,1,3,31.47,15875
17621,5876,18,2,15.0,15875
17622,5876,9,1,11.89,15875
17623,5876,24,3,13.200000000000001,15875
17624,5876,23,4,35.8,15875
17625,5877,10,1,14.79,15876
17626,5877,12,1,14.79,15876
17627,5877,27,4,6.0,15876
17628,5877,22,4,8.0,15876
17629,5878,28,4,9.96,15877
17630,5878,15,3,27.75,15877
17631,5878,18,4,30.0,15877
17632,5878,30,2,7.5,15877
17633,5879,19,2,5.98,15878
17634,5879,2,1,11.69,15878
17635,5880,6,2,19.9,15879
17636,5880,21,1,2.5,15879
17637,5881,7,4,51.0,15880
17638,5881,13,1,14.79,15880
17639,5881,26,5,31.25,15880
17640,5882,27,3,4.5,15881
17641,5883,11,3,44.37,15882
17642,5883,16,1,7.5,15882
17643,5883,14,5,67.45,15882
17644,5884,30,1,3.75,15883
17645,5884,16,2,15.0,15883
17646,5884,20,1,4.5,15883
17647,5885,21,3,7.5,15884
17648,5885,15,3,27.75,15884
17649,5885,13,1,14.79,15884
17650,5885,22,4,8.0,15884
17651,5886,26,5,31.25,15885
17652,5887,30,5,18.75,15886
17653,5888,9,3,35.67,15887
17654,5888,21,1,2.5,15887
17655,5888,29,3,9.0,15887
17656,5888,5,3,34.95,15887
17657,5889,25,5,37.5,15888
17658,5889,5,1,11.65,15888
17659,5890,10,4,59.16,15889
17660,5890,8,3,29.849999999999998,15889
17661,5890,5,5,58.25,15889
17662,5891,26,3,18.75,15890
17663,5891,26,5,31.25,15890
17664,5891,15,5,46.25,15890
17665,5892,19,4,11.96,15891
17666,5893,11,1,14.79,15892
17667,5893,20,3,13.5,15892
17668,5893,3,1,12.89,15892
17669,5894,23,3,26.849999999999998,15893
17670,5894,12,3,44.37,15893
17671,5894,15,4,37.0,15893
17672,5895,6,4,39.8,15894
17673,5895,12,4,59.16,15894
17674,5895,9,4,47.56,15894
17675,5896,21,3,7.5,15895
17676,5897,12,2,29.58,15896
17677,5897,20,4,18.0,15896
17678,5897,25,4,30.0,15896
17679,5897,9,3,35.67,15896
17680,5898,10,1,14.79,15897
17681,5898,2,4,46.76,15897
17682,5898,12,3,44.37,15897
17683,5898,6,1,9.95,15897
17684,5899,20,1,4.5,15898
17685,5899,11,4,59.16,15898
17686,5900,7,5,63.75,15899
17687,5900,23,4,35.8,15899
17688,5900,26,1,6.25,15899
17689,5900,7,5,63.75,15899
17690,5900,22,5,10.0,15899
17691,5901,5,5,58.25,15900
17692,5901,12,3,44.37,15900
17693,5901,16,3,22.5,15900
17694,5902,20,5,22.5,15901
17695,5902,13,3,44.37,15901
17696,5902,16,5,37.5,15901
17697,5903,25,5,37.5,15902
17698,5903,1,3,31.47,15902
17699,5903,4,1,17.25,15902
17700,5903,25,4,30.0,15902
17701,5904,26,1,6.25,15903
17702,5905,20,4,18.0,15904
17703,5906,8,4,39.8,15905
17704,5906,13,3,44.37,15905
17705,5907,24,4,17.6,15906
17706,5907,16,4,30.0,15906
17707,5908,20,5,22.5,15907
17708,5908,25,1,7.5,15907
17709,5908,3,3,38.67,15907
17710,5909,6,2,19.9,15908
17711,5910,23,2,17.9,15909
17712,5910,9,2,23.78,15909
17713,5911,9,2,23.78,15910
17714,5911,7,1,12.75,15910
17715,5912,29,5,15.0,15911
17716,5912,16,1,7.5,15911
17717,5913,21,3,7.5,15912
17718,5913,10,1,14.79,15912
17719,5913,16,1,7.5,15912
17720,5914,11,3,44.37,15913
17721,5914,29,5,15.0,15913
17722,5914,8,1,9.95,15913
17723,5915,3,3,38.67,15914
17724,5915,25,2,15.0,15914
17725,5916,29,3,9.0,15915
17726,5916,2,4,46.76,15915
17727,5916,22,3,6.0,15915
17728,5916,5,5,58.25,15915
17729,5917,11,3,44.37,15916
17730,5918,14,1,13.49,15917
17731,5918,7,5,63.75,15917
17732,5919,11,4,59.16,15918
17733,5919,19,4,11.96,15918
17734,5920,20,3,13.5,15919
17735,5920,25,1,7.5,15919
17736,5921,7,1,12.75,15920
17737,5921,11,2,29.58,15920
17738,5921,15,4,37.0,15920
17739,5922,10,2,29.58,15921
17740,5922,6,1,9.95,15921
17741,5923,23,1,8.95,15922
17742,5923,4,4,69.0,15922
17743,5924,22,5,10.0,15923
17744,5924,11,4,59.16,15923
17745,5925,3,4,51.56,15924
17746,5926,23,1,8.95,15925
17747,5926,19,4,11.96,15925
17748,5926,13,4,59.16,15925
17749,5926,14,1,13.49,15925
17750,5926,24,3,13.200000000000001,15925
17751,5927,22,5,10.0,15926
17752,5927,28,3,7.470000000000001,15926
17753,5927,7,3,38.25,15926
17754,5927,5,4,46.6,15926
17755,5928,17,3,22.5,15927
17756,5928,27,4,6.0,15927
17757,5928,29,4,12.0,15927
17758,5928,27,5,7.5,15927
17759,5929,17,1,7.5,15928
17760,5929,27,1,1.5,15928
17761,5929,22,5,10.0,15928
17762,5929,14,4,53.96,15928
17763,5929,19,4,11.96,15928
17764,5930,26,1,6.25,15929
17765,5930,11,4,59.16,15929
17766,5930,19,4,11.96,15929
17767,5930,4,5,86.25,15929
17768,5930,23,5,44.75,15929
17769,5931,13,3,44.37,15930
17770,5931,18,2,15.0,15930
17771,5931,24,4,17.6,15930
17772,5932,22,2,4.0,15931
17773,5932,23,3,26.849999999999998,15931
17774,5932,25,4,30.0,15931
17775,5932,12,1,14.79,15931
17776,5933,24,4,17.6,15932
17777,5933,3,3,38.67,15932
17778,5933,22,4,8.0,15932
17779,5933,20,1,4.5,15932
17780,5933,3,4,51.56,15932
17781,5934,9,3,35.67,15933
17782,5934,10,3,44.37,15933
17783,5934,29,3,9.0,15933
17784,5934,18,2,15.0,15933
17785,5934,7,5,63.75,15933
17786,5935,12,4,59.16,15934
17787,5935,26,2,12.5,15934
17788,5935,12,4,59.16,15934
17789,5935,5,4,46.6,15934
17790,5936,2,3,35.07,15935
17791,5936,13,5,73.94999999999999,15935
17792,5936,18,4,30.0,15935
17793,5937,17,4,30.0,15936
17794,5937,1,1,10.49,15936
17795,5937,9,2,23.78,15936
17796,5937,3,1,12.89,15936
17797,5938,6,5,49.75,15937
17798,5938,19,2,5.98,15937
17799,5938,18,3,22.5,15937
17800,5939,5,3,34.95,15938
17801,5939,15,1,9.25,15938
17802,5939,7,3,38.25,15938
17803,5939,19,2,5.98,15938
17804,5939,22,5,10.0,15938
17805,5940,13,1,14.79,15939
17806,5940,28,4,9.96,15939
17807,5940,14,5,67.45,15939
17808,5940,18,3,22.5,15939
17809,5941,9,2,23.78,15940
17810,5942,28,2,4.98,15941
17811,5943,2,4,46.76,15942
17812,5943,29,5,15.0,15942
17813,5944,19,3,8.97,15943
17814,5945,22,3,6.0,15944
17815,5945,20,3,13.5,15944
17816,5946,22,4,8.0,15945
17817,5946,18,2,15.0,15945
17818,5946,23,3,26.849999999999998,15945
17819,5947,19,1,2.99,15946
17820,5947,24,3,13.200000000000001,15946
17821,5947,26,2,12.5,15946
17822,5947,29,5,15.0,15946
17823,5948,30,2,7.5,15947
17824,5948,25,5,37.5,15947
17825,5948,7,3,38.25,15947
17826,5948,17,1,7.5,15947
17827,5948,10,2,29.58,15947
17828,5949,20,5,22.5,15948
17829,5949,24,5,22.0,15948
17830,5949,4,2,34.5,15948
17831,5950,1,1,10.49,15949
17832,5950,6,5,49.75,15949
17833,5951,5,4,46.6,15950
17834,5951,13,5,73.94999999999999,15950
17835,5952,17,4,30.0,15951
17836,5952,30,1,3.75,15951
17837,5952,12,5,73.94999999999999,15951
17838,5952,7,4,51.0,15951
17839,5953,3,5,64.45,15952
17840,5953,1,1,10.49,15952
17841,5953,14,1,13.49,15952
17842,5954,11,2,29.58,15953
17843,5954,13,3,44.37,15953
17844,5954,6,2,19.9,15953
17845,5954,6,5,49.75,15953
17846,5955,22,4,8.0,15954
17847,5955,16,5,37.5,15954
17848,5956,3,1,12.89,15955
17849,5956,16,3,22.5,15955
17850,5956,2,3,35.07,15955
17851,5957,8,5,49.75,15956
17852,5958,14,5,67.45,15957
17853,5958,9,4,47.56,15957
17854,5958,29,4,12.0,15957
17855,5958,24,4,17.6,15957
17856,5959,15,2,18.5,15958
17857,5959,28,4,9.96,15958
17858,5959,19,1,2.99,15958
17859,5959,15,4,37.0,15958
17860,5959,2,4,46.76,15958
17861,5960,1,5,52.45,15959
17862,5961,29,2,6.0,15960
17863,5961,1,1,10.49,15960
17864,5961,11,1,14.79,15960
17865,5961,15,2,18.5,15960
17866,5962,1,5,52.45,15961
17867,5962,27,2,3.0,15961
17868,5962,27,3,4.5,15961
17869,5962,19,2,5.98,15961
17870,5963,26,5,31.25,15962
